api_member_id,api_date,api_type,api_kind,api_relation,api_detail,api_current_valuation,api_origin_valuation,api_increased_amount,api_decreased_amount,api_reason_change
GCA42857,201603,건물,사무실,본인,"전라남도 여수시 소라면 덕양리 대지 6,880.00㎡ 건물
2,112.60㎡",1810537,1745865,64672,0,가액변동
7XY7109I,202103,증권,비상장주식,본인,"넷앤시스 4,000주(4,000주 증가), 넷엔시스 0주(4,000주 감소), 맥스미디어 3,745주, 주식회사 엔바이오컨스 1,529,391주(1,529,391주 증가)",1810082,21872,1810082,21872,
5HG31863,201703,건물,아파트,본인,서울특별시 강남구 압구정동 한양아파트 건물 208.65㎡,1808000,1592000,216000,0,가액변동
9CR4440H,201703,예금,,본인,"미래에셋생명보험 500,000, 부산은행 298,921(42,973 감소),
삼성생명보험 650,291(129,218 증가), 우리은행 103,676(322 증가), 신한은행 12,177(289,824 감소), NH투자증권 31, 한화투자증권 954(51 증가), 농협은행 13,739(8,603 증가), 신한생명보험 180,000, 국민은행 6,922(4,624 증가), 장산 95, 교보생명보험 20,144(1,511 증가), 대한지방행정공제회
504, 동부산 4,824(700 증가), 동부화재해상보험
15,400(8,400 증가)",1807678,1987046,450020,629388,신규전세자금 및 생활비
H337332S,201803,채무,금융기관채무,본인,"현대캐피탈 3,694(5,222 감소), (주)KEB하나은행
1,803,522(201,009 감소)",1807216,2013447,0,206231,"예금 및 보험만기 해약금으로
일부상환"
V429892C,202203, 예금,,배우자,"(주)KEB하나은행 31,007(30,217 감소), DB금융투자 37,618(37,618 증가), DB손해보험(주) 22,728(3,003 증가), KB생명보험 120,080, KB증권 1, 국민은행974,739(283,544 감소), 농협손해보험 12,600(1,200 증가), 농협중앙회 23,965(11,056 증가), 새마을금고 53,482(1,182 증가), 신용협동조합중앙회448,523(393,008 증가), 신한라이프(신한생명)18,703(1,902 증가), 우체국 25,327(2,860 증가), 중소기업은행 51, 케이디비생명보험 30,900(3,600 증가),한국투자증권 1, 한화투자증권 513(424 증가)",1800238,1658146,811253,669161,
25G2571T,202408,건물,아파트(전세(임차)권),본인,서울특별시 강남구 대치동 한보미도맨션 건물 174.67㎡,1800000,,,,
4019850M,201903,예금,,배우자,"(주)KEB하나은행 326,492(3,858 증가), DB손해보험(주) 30,000, 신한은행 1,426,395(132,925 증가), 교보생명보험 16,447(3,834 증가)",1799334,1658717,442174,301557,
6MO8786S,202103,건물,교육연구 및 복지시설,배우자,부산광역시 해운대구광역시 좌동  상록아파트 대지753.40㎡ 건물 804.67㎡ (대지 38.60㎡ 감소),1797450,1834536,0,37086,가액변동
4019850M,201803,채무,건물임대채무,본인,서울특별시 마포구 상암동 트루텍빌딩 임대보증금 증가,1797140,1527140,476316,206316,건물 임대보증금 변동
4019850M,201903,채무,건물임대채무,본인,서울특별시 마포구 상암동 트루텍빌딩 임대보증금 감소,1796140,1797140,0,1000,건물 임대보증금 변동
N4R2421C,202203, 토지,대지,본인,서울특별시 송파구 잠실동 196-12번지 195.80㎡ 중137.10㎡,1796010,1665765,130245,0,공시지가 일괄반영
MO52543L,202403,건물,아파트,본인,서울특별시 영등포구 여의도동 광장아파트 건물 150.71㎡,1796000,1981000,0,185000,공시가격 감소
MO52543L,202408,건물,아파트,본인,서울특별시 영등포구 여의도동 광장아파트 건물 150.71㎡,1796000,,,,
N4R2421C,201703,채권,,배우자,사인간채권 감소,1795358,2710358,800000,1715000,일부환수
TZP9391O,201903,채무,금융기관채무,배우자,"신한은행 1,788,002(341,998 감소)",1788002,2130000,58002,400000,대환대출 및 주식 매각대금으로 일부 상환
LJK4960Z,202403,건물,아파트,본인,서울특별시 서초구 반포동 반포자이아파트 건물 194.69㎡중 97.35㎡,1787591,1831000,0,43409,가액변동
LJK4960Z,202403,건물,아파트,본인,서울특별시 서초구 반포동 반포자이아파트 건물 194.69㎡중 97.35㎡,1787591,1831000,0,43409,가액변동
MSY7784L,202203, 예금,,배우자,"(주)KEB하나은행 153, DB금융투자 496,496(496,496 증 가), SK증권 535,692(5,047,320 감소), 국민은행3,998(6,383 감소), 부산은행 25, 삼성생명보험65,628, 신한은행 4,956(8,583 감소), 중국건설은행대동지행 680,202(56,974 증가), 중소기업은행 0(46 감 소)",1787150,6296012,591097,5099959,
GX22581L,202103,채무,금융채무,모,"경남은행 96,665(96,665 증가), 새마을금고1,690,000(1,690,000 증가)",1786665,0,1786665,0,
L7J93733,202303,건물,아파트,본인,서울특별시 양천구 목동 목동신시가지아파트4단지 건물122.91㎡,1785000,1660000,125000,0,가액변동
L5P27909,202103,채무,건물임대채무,배우자,서울특별시 강남구 대치동 임대보증금,1783404,1783404,0,0,
L5P27909,202008,채무,건물임대채무,배우자,서울특별시 강남구 대치동,1783404,,,,
L5P27909,202203, 채무,건물임대채무,배우자,서울특별시 강남구 대치동 임대보증금,1783404,1783404,0,0,
EMC8812P,202103,예금,,배우자,"(주)KEB하나은행 4,841(141 증가), SK증권 1, 국민은행253,007(24,627 증가), 농협중앙회 441, 대구은행1,263,622(75,039 증가), 메리츠화재해상보험(보험)3,478(320 증가), 새마을금고 60,157(299 증가), 우체국 125, 유안타증권 34,613(1,125 증가), 푸르덴셜생명보험 11,826(378 증가), 한국교직원공제회 149,888(9,466 증가)",1781999,1670604,679806,568411,생활비 지출
TKJ4800F,202403,예금,,본인,"(주)KB손해보험 14,388(1,584 증가), 국민은행 2,066,농협생명보험 30,000, 농협은행 49,891(113,813 감소), 농협중앙회 939,507(112,963 증가), 삼성화재해상보험 4,600(2,400 증가), 새마을금고중앙회 241,163(124,885증가), 신용협동조합중앙회 271,613(17,589 증가), 신한라이프생명보험 22,656(1,704 감소), 신한은행 20,케이디비생명보험 7,128, 한화생명보험주식회사152,833(12,429 증가), 현대해상화재보험 45,772(5,493증가)",1781637,1619811,1217927,1056101,급여 저축 등
4019850M,202003,예금,,본인,"(주)KB손해보험 20,088(3,808 증가), DB손해보험(주) 30,000, 농협생명보험 8,800(1,200 증가), 농협손해보험
 3,780(840 증가), 농협은행 36,979(19,941 증가), 농협중
 앙회 731(1,583 감소), 삼성화재해상보험 17,845, 새마을
 금고 5,000, 신한은행 1,128,832(80,236 증가), 오렌지라
 이프생명보험 주식회사 360,000, 푸르덴셜생명보험 168,960",1781015,1676573,406749,302307,"임대수입, 증여수입, 급여수입, 저축예금수입 등으로 예금이 증가 하고, 증가된 예금에서 대출금 일부상환 등으로 감소 변경되었음"
RUW8681N,201603,채무,건물임대채무,본인,서울특별시 강남구 논현동 임대보증금 증가,1780000,1650000,130000,0,임대보증금
4019850M,201608,채권,,본인,사인간채권,1775000,,,,
DAN6731C,202408,건물,기타,배우자,"서울특별시 양천구 목동 목동신시가지아파트 대지
466.42㎡ 중 233.21㎡ 건물 366.18㎡ 중 183.09㎡",1771916,,,,
DAN6731C,202403,건물,기타,배우자,서울특별시 양천구 목동 목동신시가지아파트 대지466.42㎡ 중 233.21㎡ 건물 366.18㎡ 중 183.09㎡,1771916,1912008,0,140092,가액변동
DAN6731C,202403,건물,기타,본인,서울특별시 양천구 목동 목동신시가지아파트 대지466.42㎡ 중 233.21㎡ 건물 366.18㎡ 중 183.09㎡,1771916,1912008,0,140092,가액변동
DAN6731C,202408,건물,기타,본인,"서울특별시 양천구 목동 목동신시가지아파트 대지
466.42㎡ 중 233.21㎡ 건물 366.18㎡ 중 183.09㎡",1771916,,,,
IQN7588X,201903,건물,다가구주택,본인,서울특별시 강남구 삼성동 건물 243.81㎡,1768000,1544000,224000,0,가액변동
23D73143,201903,건물,아파트,본인,서울특별시 강남구 압구정동 구현대아파트 건물 117.91㎡,1768000,1520000,248000,0,가액변동
EMC8812P,202203, 예금,,배우자,"(주)KEB하나은행 4,912(71 증가), SK증권 1, 국민은행308,416(55,409 증가), 농협중앙회 441, 대구은행1,171,828(91,794 감소), 메리츠화재해상보험(보험)4,027(549 증가), 새마을금고 60,570(413 증가), 우체 국 126(1 증가), 유안타증권 34,714(101 증가), 푸르덴 셜생명보험 12,474(648 증가), 하이투자증권 234(234 증가), 한국교직원공제회 166,475(16,587 증가)",1764218,1781999,970985,988766,급여저축 및 생활비 지출
DAN6731C,202103,건물,기타,본인,서울특별시 양천구 목동  목동신시가지아파트 대지466.42㎡ 중 233.21㎡ 건물 366.18㎡ 중 183.09㎡,1763791,1532088,231703,0,가액변동
DAN6731C,202103,건물,기타,본인,서울특별시 양천구 목동  목동신시가지아파트 대지466.42㎡ 중 233.21㎡ 건물 366.18㎡ 중 183.09㎡,1763791,1532088,231703,0,가액변동
SBK1544B,202303,토지,임야,본인,"경기도 용인시 기흥구 보라동 388-23번지 1,496.00㎡",1760792,1608200,152592,0,공시지가 변동
71J2365L,202303,건물,아파트,배우자,서울특별시 서초구 잠원동 롯데캐슬갤럭시 건물 109.56㎡,1757000,1678000,79000,0,가액 변동
TST4507I,202203, 예금,,배우자,"DB손해보험(주) 52,470(6,360 증가), 교보생명보험 144,800(16,800 증가), 농협생명보험 100,000, 농협은행 11,866(290 증가), 동양생명보험 23,205(2,400 증가), 메트라이프생명보험 74,500(6,000 증가), 미래에 셋생명보험 43,460, 삼성생명보험 100,000, 신한라이프 (신한생명) 293,555(11,580 증가), 신한은행 594,439(16,407 증가), 우리은행 3,849(3 증가), 우체국 11,256, 하나손해보험(주) 53,500(6,000 증가), 한 국교직원공제회 199,572(19,081 증가), 한국카카오은행 (주) 621(46 감소), 한화생명보험주식회사 4,548, 현대해상화재보험 45,325(5,159 증가)",1756966,1666932,600688,510654,증액분: 근로소득 저축 및 투자수익 발생감액분: 생활비 및 계좌간 이전
LH97552Q,201903,건물,근린생활시설,본인,"부산광역시 강서구 강동동 대지 1,514.00㎡ 건물 538.00㎡",1756863,1688662,68201,0,가액변동
JG77046J,202003,토지,대지,배우자,서울특별시 강동구 명일동 305-3번지 228.00㎡,1753092,1633848,119244,,가액변동
4019850M,202003,채무,건물임대채무,본인,서울특별시 마포구 상암동 트루텍빌딩 임대보증금 감소,1746653,1796140,380012,429499,건물 임대보증금 변동
NR221895,201603,건물,아파트,배우자,서울특별시 용산구 이촌동 엘지자이아파트 건물 203.21㎡,1744000,1800000,0,56000,"가액변동, 공실"
IDV9108J,201903,건물,아파트 (분양권),배우자,서울특별시 용산구 한강로3가 건물 135.38㎡,1743400,1743400,0,0,변동사항없음
IDV9108J,201803,건물,"아파트
(분양권)",배우자,"서울특별시 용산구 한강로3가 건물 135.38㎡ (건물 135.38㎡
증가)",1743400,,1743400,0,"토지에서 아파트 분양권으로
전환"
VHK3402G,202303,건물,아파트,본인,서울특별시 서초구 서초동 아크로비스타 건물 220.55㎡ 중154.39㎡,1743000,1478442,264558,0,가액변동
AHO78623,201603,토지,잡종지,본인,"전라남도 목포시 연산동 614-194번지 9,970.00㎡",1742756,1717831,24925,0,가액변동
N4R2421C,202303,토지,대지,본인,서울특별시 송파구 잠실동 196-11번지 175.20㎡ 중122.60㎡,1740920,1606060,134860,0,공시가격 변동
PZA4062H,202103,건물,아파트,배우자,서울특별시 서초구 서초동  삼풍아파트 건물 130.23㎡,1735000,1735000,0,0,
PZA4062H,202008,건물,아파트,배우자,서울특별시 서초구 서초동  삼풍아파트 건물 130.23㎡,1735000,,,,
ZDP5704Q,202303,예금,,본인,"(주)KB손해보험 0(11,700 감소), (주)KEB하나은행 428,010(2,790 증가), AIA생명보험주식회사 11,638(961증가), IBK연금보험주식회사 180,000,KB라이프생명보험(푸르덴셜생명보험) 91,301(5,316 증가), 국민은행 21,891(15,639 증가), 농협생명보험 30,000, 농협은행 41,465(27,830 증가), 농협중앙회5,820(151 증가), 미래에셋생명보험 102,281,미래에셋증권 85, 삼성생명보험 70,000(60,000 감소),삼성증권 17,248(34 증가), 신한금융투자(주) 167,신한라이프(오렌지라이프) 0(138,406 감소), 신한라이프생명보험 138,406(138,406 증가), 신한은행 7,392(438 감소), 씨티은행 136,879(53,765 감소),에이스아메리칸화재해상보험 3,213(351 증가), 우리은행 335,655(103,093 증가), 한화생명보험주식회사 0(90,000 감소), 현대라이프생명보험 100,000(100,000 증가), 현대해상화재보험 11,878(998 증가)",1733329,1692069,608345,567085,"급여저축, 이자증가, 월임대소득수입, 가계지출 등으로 인한 변동"
PYA8594I,202408,건물,아파트,본인,"서울특별시 강남구 압구정동 481 현대아파트 건물
163.67㎡ 중 90.02㎡",1730850,,,,
Q9H5708M,202103,건물,아파트,본인,서울특별시 강남구 도곡동  개포4차 우성 아파트 건물153.70㎡,1725000,1496000,229000,0,가액변동
UB114374,202008,건물,아파트,본인,대구광역시 수성구 황금동  태왕아너스아파트 건물 244.72㎡,1725000,,,,
UB114374,202103,건물,아파트,본인,대구광역시 수성구 황금동  태왕아너스아파트 건물244.72㎡,1725000,1725000,0,0,변동없음
VHK3402G,202003,건물,빌딩,배우자,"서울특별시 성동구 성수동2가 대지 1,002.30㎡ 중 216.62
 ㎡ 건물 2,864.02㎡ 중 954.67㎡",1723517,1303043,420474,,가액변동
V8I36226,201903,예금,,배우자,"한국교직원공제회 146,657(3,812 증가), (주)KEB하나은행 129,773(674,848 감소), 미래에셋대우(주) 221,076(221,076 증가), 국민은행 23,219(210 증가), 삼성화재해상보험 150,000, 삼성생명보험 4,945, 신한은행 23, 메트라이프생명보험 57,743, 씨티은행 5(90,207 감소), 우리은행 725,128(55,295 감소), 한화생명보험 53,708(6,250 감소), 미래에셋생명보험 208,808",1721085,2322587,1083911,1685413,
FIE6569O,202408,건물,아파트,배우자,서울특별시 마포구 서교동 메세나폴리스 건물 148.98㎡,1721000,,,,
40E3739H,202303,건물,아파트,본인,서울특별시 서초구 반포동 한신서래아파트 건물 147.67㎡,1720000,1659000,61000,0,공시가격 상승
ZDP5704Q,202403,예금,,본인,"(주)KEB하나은행 432,246(4,236 증가),AIA생명보험주식회사 12,599(961 증가),IBK연금보험주식회사 180,000,KB라이프생명보험(푸르덴셜생명보험) 96,176(4,875증가), 국민은행 21,986(95 증가), 농협생명보험 30,000,농협은행 49,086(7,621 증가), 농협중앙회 5,936(116증가), 미래에셋생명보험 102,281, 미래에셋증권 85, 삼성생명보험 0(70,000 감소), 삼성증권 17,307(59 증가), 신한금융투자(주) 169(2 증가), 신한라이프생명보험 138,400(6 감소), 신한은행 18,200(10,808 증가),씨티은행 230,536(93,657 증가),에이스아메리칸화재해상보험 0(3,213 감소), 우리은행 269,530(66,125 감소), 푸본현대생명보험주식회사100,000, 현대해상화재보험 12,878(1,000 증가)",1717415,1733329,331629,347543,"급여저축, 이자증가, 월임대소득수입, 임대보증금반환, 가계지출 등으로 인한 변동"
ZDP5704Q,202408,예금,,본인,"(주)KEB하나은행 432,247(1 증가), AIA생명보험주식회사 13,019(420 증가), IBK연금보험주식회사 180,000, KB라이프생명보험 35,096(61,080 감소), 국민은행 22,037(51 증가), 농협생명보험 30,000, 농협은행
53,516(4,430 증가), 농협중앙회 5,336(600 감소),
미래에셋생명보험 102,281, 미래에셋증권 86(1 증가),
삼성증권 17,363(56 증가), 신한라이프생명보험 138,400,
신한은행 19,647(1,447 증가), 신한투자증권 169, 씨티은행 238,720(8,184 증가), 우리은행 467,090(197,560 증가), 푸본현대생명보험주식회사
100,000, 현대해상화재보험 13,294(416 증가)",1717415,,,,
TZP9391O,202403,채무,금융채무,배우자,"신한은행 1,716,697(23,582 증가)",1716697,1693115,59582,36000,대출금 증가
USR7059P,202203, 건물,아파트,배우자,서울특별시 강남구 도곡동 삼호아파트 건물 117.57㎡,1715000,1168000,547000,0,가액변동
IWK63872,202408,건물,아파트,본인,서울특별시 서초구 서초동 아크로비스타 건물 138.96㎡,1715000,,,,
TZP9391O,202203, 채무,금융채무,배우자,"상호저축은행중앙회 0(322,608 감소), 신한은행1,712,177(801,629 증가)",1712177,1233156,822000,342979,금융대출 증가
GW55008L,202003,건물,아파트,본인,서울특별시 강남구 도곡동 렉슬아파트 건물 134.90㎡,1712000,1392000,320000,,가액변동
JEZ3130Q,202403,건물,단독주택,본인,"서울특별시 종로구 옥인동 대지 199.00㎡ 건물 287.00㎡(대지 199.00㎡ 증가, 건물 287.00㎡ 증가)",1710763,0,1710763,0,사실상소유권에서 소유권으로 변경신고 및 건축비 증가
5HG31863,202003,예금,,배우자,"AIA생명보험주식회사 208,056(7,134 증가), 국민은행
 1,498,436(22,527 증가), 삼성생명보험 3,582",1710074,1680413,541207,511546,
BM63269Y,202403,예금,,본인,"(주)KEB하나은행 648(3,900 감소), IBK연금보험주식회사 68,000(12,000 증가),KB라이프생명보험(푸르덴셜생명보험) 24,498, NH투자증권 1,003,550(49,071 증가), 교보생명보험 44,880, 국민은행 10,001, 농협은행 27,263(7,690 증가),동양생명보험 98,000(24,000 증가), 신용협동조합중앙회 135(5 증가), 신한은행 410,655(287,029 증가),중소기업은행 21,000(2,998 증가), 한국투자증권27(1,910 감소)",1708657,1331674,511224,134241,급여 저축 및 생활비 지출
BM63269Y,202408,예금,,본인,"(주)KEB하나은행 2,849(2,201 증가),
IBK연금보험주식회사 73,000(5,000 증가),
KB라이프생명보험 24,498, NH투자증권 1,019,500(15,950
증가), 교보생명보험 44,880, 국민은행 10,001, 농협은행
177(27,086 감소), 동양생명보험 108,000(10,000 증가),
신용협동조합중앙회 142(7 증가), 신한은행 266,144(144,511 감소), 중소기업은행 21,000,
한국투자증권 5,677(5,650 증가)",1708657,,,,
GFF1986K,202003,예금,,배우자,"(주)KEB하나은행 101,734(7,769 증가), BNP파리바카디프생 명보험 8,000(6,000 증가), DB생명보험(주) 39,000(12,000
 증가), 경남은행 5,000, 교보생명보험 45,247(5,482 증 가), 국민은행 23,289(6,236 증가), 미래에셋생명보험 42,000, 삼성생명보험 21,266(1,062 증가), 삼성화재해상
 보험 178(178 증가), 신한금융투자(주) 535,432(535,432
 증가), 신한은행 378,775(169,192 증가), 오렌지라이프생 명보험 주식회사 83,000(6,000 증가), 한국투자증권 346,376(48,251 증가), 한화생명보험주식회사
 27,663(2,100 감소), 흥국생명보험 50,016(50,016 증가)",1706976,861458,992180,146662,금융상품 투자로 인한 변동
4019850M,202403,채무,건물임대채무,본인,서울특별시 마포구 상암동 트루텍빌딩 임대보증금 증가,1704401,1678485,77748,51832,건물 임대보증금 변동
EPI69383,202408,건물,아파트,부,서울특별시 송파구 잠실동 27 건물 76.50㎡,1701000,,,,
QB390802,201608,건물,"아파트
전세(임차)권",본인,서울특별시 강남구 대치동 동부센트레빌 건물 161.47㎡,1700000,,,,
XT18076X,201603,채무,,본인,사인간채무,1700000,1700000,0,0,변동없음
5HG31863,201903,건물,아파트 전세(임차)권,본인,서울특별시 중구 신당동 남산포레스트하우스 건물 219.89㎡,1700000,1400000,300000,0,전세보증금 증액
QB390802,201703,건물,"아파트
전세(임차)권",본인,서울특별시 강남구 대치동 동부센트레빌 건물 161.47㎡,1700000,1700000,0,0,변동없음
5HG31863,202003,건물,"아파트
 (전세(임차)권)",본인,"서울특별시 중구 신당동 남산포레스트하우스 건물
 219.89㎡",1700000,1700000,,,변동없음
GX38539O,201703,채무,금융기관채무,배우자,"국민은행 376,793(376,793 증가), 푸르덴셜생명보험 40,119(40,119 증가), 삼성생명보험 12,500(12,500 증가),
우리은행 270,016(160,059 감소), 신용협동조합중앙회 0(1,000,000 감소), 수협중앙회 1,000,000(1,000,000 증가)",1699428,1430075,1429412,1160059,사업자금 대출
QZU9232M,201903,예금,,본인,"푸르덴셜생명보험 90,510(4,888 증가), NH투자증권 125,558 (115,966 감소), 신용협동조합중앙회 160, 대구은행 0(236 감소), 청송 1,000, 농협은행 64(12,707 감소), 한화투자증권 53, AIA생명 보험 56,375(3,316 증가), 국민은행 1,238,041(71,647 증가), 농협중앙회 133,063(123,816 증가), 의성신협 54,286(891 증가)",1699110,1623461,1370165,1294516,"급여저축으로 예금,주식,보험 등 적립 증가분"
N4R2421C,201803,건물,아파트,배우자,"서울특별시 강남구 삼성동 아이파크 삼성동 웨스트윙 건물
203.12㎡ 중 101.56㎡",1696000,1536000,160000,0,가액변동
N4R2421C,201803,건물,아파트,본인,"서울특별시 강남구 삼성동 아이파크 삼성동 웨스트윙 건물
203.12㎡ 중 101.56㎡ (건물 지분면적101.56㎡ 감소)",1696000,1536000,160000,0,지분면적정정 및 가액변동
MO52543L,202203, 건물,아파트,본인,서울특별시 영등포구 여의도동 광장아파트  건물150.71㎡,1694000,1479000,215000,0,공시가격 증가
TZP9391O,202303,채무,금융채무,배우자,"신한은행 1,693,115(19,062 감소)",1693115,1712177,16938,36000,점포 매도 대금으로 원리금 일부 상환
ZDP5704Q,202203, 예금,,본인,"(주)KB손해보험 11,700, (주)KEB하나은행425,220(3,855 증가), AIA생명보험주식회사 10,677(962증가), IBK연금보험주식회사 180,000, 국민은행 6,252(78 증가), 농협생명보험 30,000, 농협은행13,635(9,604 감소), 농협중앙회 5,669(371 감소), 미래에셋대우(주) 85, 미래에셋생명보험 102,281, 삼성생명보험 130,000, 삼성증권 17,214(15 증가), 신한금융투자(주) 167, 신한라이프(오렌지라이프) 138,406, 신한은행 7,830(1,240 증가), 씨티은행 190,644(26,473증가), 에이스아메리칸화재해상보험 2,862(351 증가), 우리은행 232,562(21,785 증가), 푸르덴셜생명보험 85,985(5,317 증가), 한화생명보험주식회사 90,000, 현대해상화재보험 10,880(999 증가)",1692069,1640969,103133,52033,"급여저축, 이자증가, 월임대소득수 입, 가계지출 등으로 인한 변동"
GDG1847Z,202403,예금,,본인,"(주)KEB하나은행 408,889(11,276 증가), 국민은행 15,712(50 증가), 농협은행 230,389(157,047 감소),농협중앙회 200,000(200,000 증가), 삼성생명보험 88,560, 신용협동조합중앙회 1,644(72 증가), 신한라이프생명보험 254,410(9,563 감소), 신한은행 86,589(17,580 증가), 에이비엘생명보험 200,000,우리은행 7,453, 케이디비생명보험 30,000,한화생명보험주식회사 105,300, 흥국생명보험 60,510",1689456,1627088,241279,178911,급여저축 등
LH97552Q,201803,건물,근린생활시설,본인,"부산광역시 강서구 강동동 대지 1,514.00㎡ 건물 538.00㎡",1688662,1633558,55104,0,가액변동
NAL4555X,202008,건물,아파트,본인,서울특별시 송파구 잠실동  아시아선수촌아파트 건물 151.00㎡ 중 117.44㎡,1687714,,,,
NAL4555X,202103,건물,아파트,본인,서울특별시 송파구 잠실동  아시아선수촌아파트 건물151.00㎡ 중 117.44㎡,1687714,1687714,0,0,가액변동없음
MSY7784L,202103,건물,아파트,본인,서울특별시 강남구 개포동  강남구 개포동 652 우성3차아파트 건물 133.46㎡ (건물 133.46㎡ 증가),1686000,0,1686000,0,오기재사항 정정을 위해 삭제 후 재신고
MSY7784L,202103,예금,,본인,"(주)KEB하나은행 1,017,389(118,714 감소), SBI저축은행 48,000, 교보증권 20, 국민은행 13,858(11 증가),농협은행 8(78 감소), 농협중앙회 30,000, 메리츠종금 증권 1(1 증가), 삼성생명보험 53,713(3,410 증가), 상 호저축은행중앙회 48,384(46,616 감소), 새마을금고 323,570(7,630 증가), 수협은행 35,681(681 증가), 신용협동조합중앙회 51,225(256 증가), 신한은행 108(1증가), 씨티은행 13,129(119 증가), 우리은행 267(1 증 가), 웰컴저축은행 48,000, 한국투자증권 20(1 증가)",1683373,1836670,1064756,1218053,예금 입출금으로 인한 변동 및 주식 매각
5HG31863,201903,예금,,배우자,"(주)KEB하나은행 0(110 감소), 국민은행 1,475,909(375,397 증가), 삼성생명보험 3,582(84,000 감소), 농협중앙회 0(500,000 감소), AIA생명보험 200,922(8,392 증가)",1680413,1880734,1383303,1583624,
6MO8786S,202008,건물,교육연구 및복지시설,배우자,부산광역시 해운대구 좌동  해운대대우1차아파트 대지 715.00㎡ 건물647.84㎡,1679999,,,,
4019850M,202303,채무,건물임대채무,본인,서울특별시 마포구 상암동 트루텍빌딩 임대보증금 증가,1678485,1628485,150000,100000,건물 임대보증금 변동
71J2365L,202203, 건물,아파트,배우자,서울특별시 서초구 잠원동 롯데캐슬갤럭시 건물 109.56㎡,1678000,1473000,205000,0,가액변동
4019850M,201903,예금,,본인,"푸르덴셜생명보험 168,960, 농협생명보험 7,600(1,200 증가), 우리 5,000, 신한은행 1,048,596(1,292,119 감소), 중소기업은행 0(50,872 감소), 농협은행 17,038(16,542 감소), (주)KB손해보험 16,280(3,783 증가), 농협손해보험 2,940(840 증가), 농협중앙회 2,314(6,523 감소), DB손해보험(주) 30,000, 오렌지라이프생명보험 360,000, 삼성화재해상보험 17,845",1676573,3036806,404023,1764256,"임대수입,급여수입,저축예금 수입 등으로 예금이 증가하고 증가된 예금에서 대출금 일부상환으로 감소 되었음"
N4R2421C,202003,건물,아파트,배우자,"서울특별시 송파구 잠실동 아시아선수촌아파트 건물
 178.32㎡ 중 133.79㎡",1674000,1608000,66000,,가액변동
T3E4932G,202408,건물,아파트,본인,서울특별시 서초구 방배동 방배삼익아파트 건물 151.54㎡,1674000,,,,재건축정비사업 진행중
ZL32287Z,201608,채권,,본인,사인간채권,1670684,,,,
EMC8812P,202008,예금,,배우자,"(주)KEB하나은행 4,700, SK증권 1, 국민은행 228,380, 농협중앙회 441, 대구은행 1,188,583, 메리츠화재해상보험(보험) 3,158, 새마을금고 59,858,우체국 125, 유안타증권 33,488, 푸르덴셜생명보험 11,448, 한국교직원공제회 140,422",1670604,,,,
4019850M,201608,예금,,배우자,"동부화재해상보험 30,000, 하나은행 314,108, 신한은행 1,079,400,
교보생명보험 6,487, ING(네덜란드)생명보험 240,000",1669995,,,,
TST4507I,202103,예금,,배우자,"DB손해보험(주) 46,110(6,360 증가), 교보생명보험 128,000(16,800 증가), 농협생명보험 100,000, 농협은 행 11,576(331 증가), 더케이손해보험(주) 47,500(6,000 증가), 동양생명보험 20,805(2,400 증가), 메트라이프생명보험 68,500(6,000 증가), 미래에 셋생명보험 43,460(3,740 증가), 삼성생명보험 100,000, 신한생명보험 281,975(4,380 증가), 신한은행578,032(3,662 증가), 우리은행 3,846(4 증가), 우체국11,256, 한국교직원공제회 180,491(16,536 증가), 한국카카오은행(주) 667(37 감소), 한화생명보험주식회사 4,548, 현대해상화재보험 40,166(5,158 증가)",1666932,1595598,546658,475324,급여 저축 및 펀드투자로 증가
N4R2421C,202103,토지,대지,본인,서울특별시 송파구 잠실동 196-12번지 195.80㎡ 중137.10㎡,1665765,1617780,47985,0,가액변동
CAA7713A,202303,건물,공장,본인,"부산광역시 금정구 회동동 (주)백산금속 대지 1,017.80㎡건물 815.78㎡",1662275,1503020,159255,0,공시가격 상승
L7J93733,202203, 건물,아파트,본인,서울특별시 양천구 목동 목동신시가지아파트4단지 건물122.91㎡,1660000,1447000,213000,0,가액변동
40E3739H,202203, 건물,아파트,본인,서울특별시 서초구 반포동 한신서래아파트 건물 147.67㎡,1659000,1506000,153000,0,공시가격 변동
4019850M,201803,예금,,배우자,"(주)KEB하나은행 322,634(3,823 증가), DB손해보험(주)
30,000, 신한은행 1,293,470(172,123 증가), 교보생명보험
12,613(3,756 증가)",1658717,1479015,480994,301292,
F0I5053J,202408,건물,창고,본인,"경기도 고양시 덕양구 대자동 대지 2,440.00㎡ 건물
987.73㎡",1658231,,,,
V429892C,202103,예금,,배우자,"(주)KEB하나은행 61,224(10,663 감소), DB금융투자 0(72,706 감소), DB손해보험(주) 19,725(2,886 증가),KB생명보험 120,080, KB증권 1, 국민은행1,258,283(201,685 증가), 농협손해보험 11,400(1,200증가), 농협중앙회 12,909(1,068 감소), 새마을금고 52,300, 신용협동조합중앙회 55,515(899 증가), 신한생명보험 16,801(1,902 증가), 우체국 22,467(325 감소),중소기업은행 51, 케이디비생명보험 27,300(3,600 증가), 한국투자증권 1, 한화투자증권 89(1 증가)",1658146,1530735,1168964,1041553,
