의원ID,의원명,신고연도,신고월,자산구분,관계,종류,상세내역,종전가액,증가액,감소액,현재가액,변동사유
T6A6557F,황정아,2024,8,예금,본인,,(주)카카오페이증권,9556,0,0,9556,
T6A6557F,황정아,2024,8,예금,본인,,국민은행,15749,0,0,15749,
T6A6557F,황정아,2024,8,예금,본인,,농협중앙회,13,0,0,13,
T6A6557F,황정아,2024,8,예금,본인,,미래에셋증권,310218,0,0,310218,
T6A6557F,황정아,2024,8,예금,본인,,삼성증권,3,0,0,3,
T6A6557F,황정아,2024,8,예금,본인,,새마을금고중앙회,100,0,0,100,
T6A6557F,황정아,2024,8,예금,본인,,신한라이프생명보험,26481,0,0,26481,
T6A6557F,황정아,2024,8,예금,본인,,주식회사 카카오뱅크,43756,0,0,43756,
T6A6557F,황정아,2024,8,예금,본인,,케이뱅크,60108,0,0,60108,
T6A6557F,황정아,2024,8,예금,본인,,한국투자증권,184307,0,0,184307,
T6A6557F,황정아,2024,8,예금,본인,,한화생명보험주식회사,10140,0,0,10140,
T6A6557F,황정아,2024,8,예금,본인,,한화손해보험,12513,0,0,12513,
T6A6557F,황정아,2024,8,예금,본인,,현대해상화재보험,6673,0,0,6673,
T6A6557F,황정아,2024,8,예금,배우자,,(주)카카오페이증권,217,0,0,217,
T6A6557F,황정아,2024,8,예금,배우자,,KB증권,1419,0,0,1419,
T6A6557F,황정아,2024,8,예금,배우자,,국민은행,136,0,0,136,
T6A6557F,황정아,2024,8,예금,배우자,,미래에셋증권,264586,0,0,264586,
T6A6557F,황정아,2024,8,예금,배우자,,삼성증권,526,0,0,526,
T6A6557F,황정아,2024,8,예금,배우자,,신한은행,77,0,0,77,
T6A6557F,황정아,2024,8,예금,배우자,,주식회사 카카오뱅크,36092,0,0,36092,
T6A6557F,황정아,2024,8,예금,배우자,,중소기업은행,4000,0,0,4000,
T6A6557F,황정아,2024,8,예금,배우자,,케이뱅크,30434,0,0,30434,
T6A6557F,황정아,2024,8,예금,배우자,,토스뱅크(주),9028,0,0,9028,
T6A6557F,황정아,2024,8,예금,배우자,,토스증권(주),888,0,0,888,
T6A6557F,황정아,2024,8,예금,배우자,,한국투자증권,183378,0,0,183378,
T6A6557F,황정아,2024,8,예금,배우자,,한화생명보험주식회사,24312,0,0,24312,
T6A6557F,황정아,2024,8,예금,배우자,,현대해상화재보험,1448,0,0,1448,
T6A6557F,황정아,2024,8,예금,배우자,,흥국화재해상보험(주),14406,0,0,14406,
T6A6557F,황정아,2024,8,예금,부,,(주)KB손해보험,713,0,0,713,
T6A6557F,황정아,2024,8,예금,부,,DB손해보험(주),3263,0,0,3263,
T6A6557F,황정아,2024,8,예금,부,,국민은행,9,0,0,9,
T6A6557F,황정아,2024,8,예금,부,,농협중앙회,1943,0,0,1943,
T6A6557F,황정아,2024,8,예금,부,,미래에셋증권,57162,0,0,57162,
T6A6557F,황정아,2024,8,예금,부,,삼성화재해상보험,650,0,0,650,
T6A6557F,황정아,2024,8,예금,부,,새마을금고중앙회,214,0,0,214,
T6A6557F,황정아,2024,8,예금,부,,신용협동조합중앙회,24870,0,0,24870,
T6A6557F,황정아,2024,8,예금,부,,신한은행,10851,0,0,10851,
T6A6557F,황정아,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협은행,18914,0,0,18914,
T6A6557F,황정아,2024,8,증권,본인,회사채,"신보2022제18차유동화1-1(사) 0주, 엘지디스플레이44-1(녹) 0주, 한국전력1275 0주",9076,0,0,9076,
T6A6557F,황정아,2024,8,증권,배우자,상장주식,리얼티인컴 215주,15184,0,0,15184,
T6A6557F,황정아,2024,8,증권,배우자,공채,대구교통공사49 0좌,3038,0,0,3038,
T6A6557F,황정아,2024,8,증권,배우자,금융채,"미래에셋캐피탈67-3 0주, 복리맞춤채권(1석7조통장) 0주, 엠캐피탈338-1 0주, 키움캐피탈137 0주, 한국캐피탈471-2 0주",23218,0,0,23218,
T6A6557F,황정아,2024,8,증권,배우자,회사채,"BNK금융조건부(상)8 0주, 롯데물산12-1(녹) 0주, 한국전력1121 0주, 한국전력1189 0주",14396,0,0,14396,
T6A6557F,황정아,2024,8,증권,부,상장주식,SK아이이테크놀로지 1주,43,0,0,43,
T6A6557F,황정아,2024,8,채무,본인,금융채무,주식회사 카카오뱅크,35000,0,0,35000,
T6A6557F,황정아,2024,8,채무,배우자,금융채무,삼성화재해상보험,54300,0,0,54300,
T6A6557F,황정아,2024,8,채무,배우자,금융채무,주식회사 카카오뱅크,34000,0,0,34000,
E2B3753X,박해철,2024,8,토지,본인,대지,강원특별자치도 삼척시 근덕면 상맹방리 495번지 27.92㎡,491,0,0,491,
E2B3753X,박해철,2024,8,토지,본인,대지,강원특별자치도 삼척시 근덕면 상맹방리 496번지 5.05㎡,89,0,0,89,
E2B3753X,박해철,2024,8,토지,본인,임야,강원특별자치도 삼척시 근덕면 상맹방리 산 26-24번지 111.57㎡,248,0,0,248,
E2B3753X,박해철,2024,8,건물,본인,아파트(전세(임차)권),경기도 성남시 분당구 구미동 무지개마을 건물 92.40㎡,450000,0,0,450000,
E2B3753X,박해철,2024,8,건물,본인,오피스텔(전세(임차)권),"경기도 안산시 단원구 선부동 늘봄스위트빌2 대지 2,400.50㎡ 건물 18.66㎡",5000,0,0,5000,
E2B3753X,박해철,2024,8,건물,본인,사무실(전세(임차)권),경기도 안산시 단원구 선부동 안산세이브시티 건물 132.23㎡,30000,0,0,30000,
E2B3753X,박해철,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2018년식 그랜저 배기량(2,400cc)",13230,0,0,13230,
E2B3753X,박해철,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2008년식 그랜저 배기량(2,700cc)",2320,0,0,2320,
E2B3753X,박해철,2024,8,예금,본인,,(주)KEB하나은행,55836,0,0,55836,
E2B3753X,박해철,2024,8,예금,본인,,DB금융투자,6879,0,0,6879,
E2B3753X,박해철,2024,8,예금,본인,,교보생명보험,17722,0,0,17722,
E2B3753X,박해철,2024,8,예금,본인,,국민은행,3,0,0,3,
E2B3753X,박해철,2024,8,예금,본인,,동양생명보험,63950,0,0,63950,
E2B3753X,박해철,2024,8,예금,본인,,미래에셋증권,5,0,0,5,
E2B3753X,박해철,2024,8,예금,본인,,삼성생명보험,4086,0,0,4086,
E2B3753X,박해철,2024,8,예금,본인,,수협은행,105,0,0,105,
E2B3753X,박해철,2024,8,예금,본인,,신한라이프생명보험,94200,0,0,94200,
E2B3753X,박해철,2024,8,예금,본인,,우리은행,249679,0,0,249679,
E2B3753X,박해철,2024,8,예금,본인,,우체국,55447,0,0,55447,
E2B3753X,박해철,2024,8,예금,본인,,유진투자증권,9,0,0,9,
E2B3753X,박해철,2024,8,예금,배우자,,(주)KEB하나은행,16182,0,0,16182,
E2B3753X,박해철,2024,8,예금,배우자,,농협중앙회,1709,0,0,1709,
E2B3753X,박해철,2024,8,예금,배우자,,삼성생명보험,3216,0,0,3216,
E2B3753X,박해철,2024,8,예금,배우자,,새마을금고중앙회,1092,0,0,1092,
E2B3753X,박해철,2024,8,예금,배우자,,우리은행,10713,0,0,10713,
E2B3753X,박해철,2024,8,예금,배우자,,주식회사 카카오뱅크,17718,0,0,17718,
E2B3753X,박해철,2024,8,예금,장남,,(주)KEB하나은행,3594,0,0,3594,
E2B3753X,박해철,2024,8,예금,장남,,KB증권,1311,0,0,1311,
E2B3753X,박해철,2024,8,예금,장남,,교보증권,333,0,0,333,
E2B3753X,박해철,2024,8,예금,장남,,농협중앙회,1,0,0,1,
E2B3753X,박해철,2024,8,예금,장남,,우리은행,45540,0,0,45540,
E2B3753X,박해철,2024,8,예금,장남,,토스뱅크(주),6800,0,0,6800,
E2B3753X,박해철,2024,8,예금,차남,,국민은행,1599,0,0,1599,
E2B3753X,박해철,2024,8,예금,차남,,우리은행,5506,0,0,5506,
E2B3753X,박해철,2024,8,예금,차남,,중소기업은행,3600,0,0,3600,
E2B3753X,박해철,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협은행,26306,0,0,26306,
E2B3753X,박해철,2024,8,증권,본인,상장주식,"HMM 938주, 셀트리온 1,900주, 호텔신라 3주",354089,0,0,354089,
QQ429063,서명옥,2024,8,토지,본인,대지,서울특별시 용산구 문배동 11-24번지 125.40㎡ 중 31.35㎡,252305,0,0,252305,
QQ429063,서명옥,2024,8,토지,배우자,대지,서울특별시 용산구 문배동 11-24번지 125.40㎡ 중 31.35㎡,252305,0,0,252305,
QQ429063,서명옥,2024,8,토지,배우자,잡종지,"경기도 남양주시 삼패동 516-1번지 2,172.00㎡",1314000,0,0,1314000,
QQ429063,서명옥,2024,8,토지,배우자,임야,"제주특별자치도 서귀포시 안덕면 덕수리 산 3-16번지 16,425.00㎡ 중 13,140.00㎡",247032,0,0,247032,
QQ429063,서명옥,2024,8,건물,본인,근린생활시설,"서울특별시 강남구 삼성동 하영빌딩 대지 320.60㎡ 건물 1,108.78㎡",6500000,0,0,6500000,
QQ429063,서명옥,2024,8,건물,본인,근린생활시설,서울특별시 광진구 광장동 대지 245.00㎡ 건물 49.59㎡,1042435,0,0,1042435,
QQ429063,서명옥,2024,8,건물,본인,근린생활시설,서울특별시 용산구 문배동 대지 418.50㎡ 중 209.25㎡ 건물 275.34㎡ 중 137.67㎡,2326634,0,0,2326634,
QQ429063,서명옥,2024,8,건물,배우자,근린생활시설,서울특별시 용산구 문배동 대지 418.50㎡ 중 139.50㎡ 건물 275.34㎡ 중 91.78㎡,1551089,0,0,1551089,
QQ429063,서명옥,2024,8,건물,배우자,아파트,서울특별시 강남구 압구정동 한양아파트 건물 147.41㎡,3090000,0,0,3090000,
QQ429063,서명옥,2024,8,건물,배우자,아파트,서울특별시 광진구 자양동 더샵스타시티 건물 193.58㎡,2099000,0,0,2099000,
QQ429063,서명옥,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2023년식 C300 배기량(1,999cc)",56730,0,0,56730,
QQ429063,서명옥,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2020년식 UX250h 배기량(1,987cc)",16800,0,0,16800,
QQ429063,서명옥,2024,8,예금,본인,,(주)KEB하나은행,3714037,0,0,3714037,
QQ429063,서명옥,2024,8,예금,본인,,대한지방행정공제회,600000,0,0,600000,
QQ429063,서명옥,2024,8,예금,본인,,삼성생명보험,111106,0,0,111106,
QQ429063,서명옥,2024,8,예금,본인,,신한은행,18972,0,0,18972,
QQ429063,서명옥,2024,8,예금,본인,,하나증권,10297,0,0,10297,
QQ429063,서명옥,2024,8,예금,배우자,,(주)KEB하나은행,112755,0,0,112755,
QQ429063,서명옥,2024,8,예금,배우자,,농협은행,308,0,0,308,
QQ429063,서명옥,2024,8,예금,배우자,,농협중앙회,1447,0,0,1447,
QQ429063,서명옥,2024,8,예금,배우자,,흥국생명보험,18276,0,0,18276,
QQ429063,서명옥,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,(주)KEB하나은행,1596,0,0,1596,
QQ429063,서명옥,2024,8,증권,본인,상장주식,"삼성전자 472주, 카카오 32주, 효성첨단소재 3주",37156,0,0,37156,
QQ429063,서명옥,2024,8,증권,배우자,비상장주식,"애플디앤씨주식회사 24,000주, 애플에너지주식회사 4,000주",9913712,0,0,9913712,
QQ429063,서명옥,2024,8,채무,본인,금융채무,(주)KEB하나은행,3000000,0,0,3000000,
QQ429063,서명옥,2024,8,채무,본인,금융채무,토요타파이낸셜서비스코리아(주),9328,0,0,9328,
QQ429063,서명옥,2024,8,채무,본인,건물임대채무,서울특별시 광진구 광장동 임대보증금,20000,0,0,20000,
QQ429063,서명옥,2024,8,채무,본인,건물임대채무,서울특별시 강남구 삼성동 하영빌딩 임대보증금,243000,0,0,243000,
QQ429063,서명옥,2024,8,채무,배우자,금융채무,(주)KEB하나은행,2200000,0,0,2200000,
QQ429063,서명옥,2024,8,채무,배우자,금융채무,농협중앙회,800000,0,0,800000,
QQ429063,서명옥,2024,8,회원권,본인,헬스,한무개발(주),33000,0,0,33000,독립생계유지
QQ429063,서명옥,2024,8,회원권,배우자,헬스,한무개발(주),31000,0,0,31000,
QQ429063,서명옥,2024,8,가상자산,본인,,"비트코인 0.00005267개, 이더리움 0.00002596개, 이더리움페어 0.75092596개, 이더리움피오더블유 0.75092596개, 페이코인 1개",4,0,0,4,
QQ429063,서명옥,2024,8,고지거부및 등록제외사항,장남,고지거부,고지거부,0,0,0,0,
9901388T,강명구,2024,8,토지,본인,임야,경상북도 상주시 공성면 산현리 산 26-3번지 165.00㎡,267,0,0,267,이사
9901388T,강명구,2024,8,토지,본인,임야,"경상북도 상주시 공성면 산현리 산 26번지 4,886.00㎡",20000,0,0,20000,이사로 인한 전세 계약 해지
9901388T,강명구,2024,8,토지,배우자,도로,서울특별시 종로구 평창동 495-15번지 23.00㎡,23050,0,0,23050,가액변동
9901388T,강명구,2024,8,건물,본인,아파트(전세(임차)권),경상북도 구미시 산동읍 인덕리 중흥에스-클래스에코시티 건물 99.23㎡ (건물 99.23㎡ 증가),0,100000,0,100000,가액변동
9901388T,강명구,2024,8,건물,배우자,아파트(전세(임차)권),서울특별시 영등포구 영등포동 영등포푸르지오 건물 0.00㎡ (건물 73.13㎡ 감소),474000,0,474000,0,이사 등으로 인한 예금 변동
9901388T,강명구,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2018년식 카니발 배기량(2,199cc)",12820,0,1070,11750,이사 등으로 인한 예금 변동
9901388T,강명구,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,2016년식 모닝 배기량(998cc),406,3314,0,3720,이사 등으로 인한 예금 변동
9901388T,강명구,2024,8,예금,본인,,(주)KEB하나은행,12590,251,0,12841,이사 등으로 인한 예금 변동
9901388T,강명구,2024,8,예금,본인,,(주)카카오페이증권,42,1110,0,1152,이사 등으로 인한 예금 변동
9901388T,강명구,2024,8,예금,본인,,국민은행,6516,0,5250,1266,이사 등으로 인한 예금 변동
9901388T,강명구,2024,8,예금,본인,,농협은행,518,272,0,790,이사 등으로 인한 예금 변동
9901388T,강명구,2024,8,예금,본인,,농협중앙회,34,0,1,33,이사 등으로 인한 예금 변동
9901388T,강명구,2024,8,예금,본인,,메리츠종금증권,637,2,0,639,이사 등으로 인한 예금 변동
9901388T,강명구,2024,8,예금,본인,,메트라이프생명보험,41433,0,41433,0,이사 등으로 인한 예금 변동
9901388T,강명구,2024,8,예금,본인,,미래에셋증권,24519,1128,0,25647,이사 등으로 인한 예금 변동
9901388T,강명구,2024,8,예금,본인,,신용협동조합중앙회,1228,55,0,1283,이사 등으로 인한 예금 변동
9901388T,강명구,2024,8,예금,본인,,우리은행,2510,0,0,2510,이사 등으로 인한 예금 변동
9901388T,강명구,2024,8,예금,본인,,우체국,6300,0,0,6300,
9901388T,강명구,2024,8,예금,본인,,한화생명보험주식회사,14400,1000,0,15400,
9901388T,강명구,2024,8,예금,본인,,현대해상화재보험,11097,412,0,11509,
9901388T,강명구,2024,8,예금,배우자,,국민은행,8313,0,272,8041,
9901388T,강명구,2024,8,예금,배우자,,농협은행,805,0,303,502,
9901388T,강명구,2024,8,예금,배우자,,농협중앙회,5,0,5,0,
9901388T,강명구,2024,8,예금,배우자,,메리츠화재해상보험(보험),2561,91,0,2652,
9901388T,강명구,2024,8,예금,배우자,,메트라이프생명보험,20509,0,17748,2761,
9901388T,강명구,2024,8,예금,배우자,,삼성생명보험,10083,72,0,10155,
9901388T,강명구,2024,8,예금,배우자,,신용협동조합중앙회,60,3,0,63,
9901388T,강명구,2024,8,예금,배우자,,신한은행,1110,1653,0,2763,
9901388T,강명구,2024,8,예금,배우자,,우리은행,10304,89921,0,100225,
9901388T,강명구,2024,8,예금,배우자,,한화생명보험주식회사,3785,262,0,4047,
9901388T,강명구,2024,8,예금,배우자,,현대해상화재보험,6376,235,0,6611,
9901388T,강명구,2024,8,예금,장녀,,농협중앙회,3020,0,0,3020,제22대 국회의원 선거 시 사용한 후보자 정치자금 계좌
9901388T,강명구,2024,8,예금,차녀,,농협중앙회,4390,5,0,4395,평가액 변동
9901388T,강명구,2024,8,예금,삼녀,,농협은행,4718,501,0,5219,선거 자금
9901388T,강명구,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,농협중앙회,53415,0,53415,0,추가 대출
9901388T,강명구,2024,8,증권,본인,상장주식,"캡티비전 3,022주",12578,7549,0,20127,
9901388T,강명구,2024,8,채권,본인,,사인간채권 증가,0,85000,0,85000,전세자금대출 상환
9901388T,강명구,2024,8,채무,본인,금융채무,우리은행,91992,11622,0,103614,독립생계유지
9901388T,강명구,2024,8,채무,배우자,,사인간채무,50000,0,0,50000,
9901388T,강명구,2024,8,채무,배우자,금융채무,신한은행,290000,0,290000,0,매입
9901388T,강명구,2024,8,고지거부및 등록제외사항,부,고지거부,고지거부,0,0,0,0,매입
42K7317Y,강승규,2024,8,토지,본인,답,"충청남도 예산군 신암면 별리 206번지 1,919.00㎡ 중 319.00㎡",5742,0,0,5742,매입
42K7317Y,강승규,2024,8,토지,본인,도로,"충청남도 예산군 덕산면 대치리 151-13번지 321.00㎡ 중 11.00㎡ (총면적 321.00㎡ 증가, 지분면적 11.00㎡ 증가)",0,1600,0,1600,매입
42K7317Y,강승규,2024,8,토지,본인,도로,"충청남도 예산군 덕산면 대치리 151-15번지 284.00㎡ 중 10.00㎡ (총면적 284.00㎡ 증가, 지분면적 10.00㎡ 증가)",0,1500,0,1500,
42K7317Y,강승규,2024,8,토지,본인,임야,충청남도 예산군 덕산면 대치리 151-39번지 654.00㎡ (654.00㎡ 증가),0,104000,0,104000,상속분 증여
42K7317Y,강승규,2024,8,토지,본인,대지,충청남도 예산군 덕산면 대치리 421-11번지 152.00㎡ (152.00㎡ 증가),0,2900,0,2900,
42K7317Y,강승규,2024,8,건물,본인,아파트,서울특별시 서초구 서초동 현대슈퍼빌 건물 153.94㎡ 중 76.97㎡,788500,0,0,788500,
42K7317Y,강승규,2024,8,건물,본인,단독주택,"충청남도 예산군 신암면 별리 건물 0.00㎡ 중 0.00㎡ (건물 총면적 62.00㎡ 감소, 지분면적 10.20㎡ 감소)",1839,0,1839,0,
42K7317Y,강승규,2024,8,건물,본인,아파트(전세(임차)권),충청남도 홍성군 홍북읍 신경리 극동스타클래스센트럴 건물 59.99㎡,10000,0,0,10000,
42K7317Y,강승규,2024,8,건물,배우자,아파트,서울특별시 서초구 서초동 현대슈퍼빌 건물 153.94㎡ 중 76.97㎡,788500,0,0,788500,토지구입
42K7317Y,강승규,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2017년식 c200 배기량(1,991cc)",17680,0,0,17680,부동산구입
42K7317Y,강승규,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,장남,자동차,"2021년식 320i 배기량(1,998cc)",21490,0,0,21490,부동산구입
42K7317Y,강승규,2024,8,현금,본인,,현금 감소,100000,0,30000,70000,부동산구입
42K7317Y,강승규,2024,8,예금,본인,,(주)KEB하나은행,240,0,0,240,부동산구입
42K7317Y,강승규,2024,8,예금,본인,,국민은행,835,0,39,796,부동산구입
42K7317Y,강승규,2024,8,예금,본인,,농협은행,5,324,0,329,부동산구입
42K7317Y,강승규,2024,8,예금,본인,,삼성생명보험,7704,0,0,7704,부동산구입
42K7317Y,강승규,2024,8,예금,본인,,새마을금고중앙회,528,0,28,500,부동산구입
42K7317Y,강승규,2024,8,예금,본인,,신용협동조합중앙회,191,4,0,195,부동산구입
42K7317Y,강승규,2024,8,예금,본인,,신한은행,19467,0,16162,3305,부동산구입
42K7317Y,강승규,2024,8,예금,본인,,신한투자증권,70,3,0,73,
42K7317Y,강승규,2024,8,예금,본인,,우리은행,10066,0,34,10032,
42K7317Y,강승규,2024,8,예금,본인,,주식회사 카카오뱅크,134,0,0,134,
42K7317Y,강승규,2024,8,예금,배우자,,(주)KEB하나은행,130,0,0,130,
42K7317Y,강승규,2024,8,예금,배우자,,농협은행,2,0,0,2,
42K7317Y,강승규,2024,8,예금,배우자,,삼성생명보험,39678,1067,0,40745,
42K7317Y,강승규,2024,8,예금,배우자,,신한은행,0,6354,0,6354,
42K7317Y,강승규,2024,8,예금,배우자,,우리은행,60510,0,59982,528,
42K7317Y,강승규,2024,8,예금,배우자,,중소기업은행,52,0,0,52,
42K7317Y,강승규,2024,8,예금,장남,,신한은행,10389,0,8341,2048,
42K7317Y,강승규,2024,8,예금,장남,,우리은행,3603,600,0,4203,
42K7317Y,강승규,2024,8,예금,장남,,중소기업은행,5,0,0,5,
42K7317Y,강승규,2024,8,예금,장녀,,(주)KEB하나은행,23963,0,8392,15571,선거로 인한 계좌개설
42K7317Y,강승규,2024,8,예금,장녀,,신한은행,526,0,520,6,평가액변동
42K7317Y,강승규,2024,8,예금,장녀,,우리은행,1296,0,1284,12,
42K7317Y,강승규,2024,8,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,국민은행,0,13941,0,13941,차량렌트
42K7317Y,강승규,2024,8,증권,본인,상장주식,"유나이티드에어라인스홀딩스 0.32주, 유바이오로직스 130주, 한올바이오파마 250주",10212,793,0,11005,예금과 급여소득으로 상환
42K7317Y,강승규,2024,8,증권,장남,상장주식,셀트리온보통주 160주,26016,2352,0,28368,급여소득으로 상환
42K7317Y,강승규,2024,8,채무,본인,금융채무,현대캐피탈,0,40822,0,40822,급여소득으로 상환
42K7317Y,강승규,2024,8,채무,배우자,금융채무,삼성생명보험,10690,0,10690,0,가상계좌 보유시 자동지급
42K7317Y,강승규,2024,8,채무,장남,금융채무,신한카드,3144,0,3144,0,가액변동
42K7317Y,강승규,2024,8,채무,장남,금융채무,한국증권금융,43216,0,0,43216,가액변동
42K7317Y,강승규,2024,8,가상자산,본인,,페이코인 1개(1개 증가),0,0,0,0,가액변동
TQP7167T,김건,2024,8,토지,본인,묘지,충청남도 당진시 순성면 성북리 14-11번지 283.00㎡,2759,0,196,2563,가액변동
TQP7167T,김건,2024,8,건물,본인,아파트,서울특별시 성동구 옥수동 래미안옥수리버젠 건물 134.00㎡ 중 67.00㎡,726500,36000,0,762500,"급여저축,예금이자, 퇴직금 일시금 수령, 생활비지출 등"
TQP7167T,김건,2024,8,건물,배우자,아파트,서울특별시 성동구 옥수동 래미안옥수리버젠 건물 134.00㎡ 중 67.00㎡,726500,36000,0,762500,"급여저축,예금이자, 퇴직금 일시금 수령, 생활비지출 등"
TQP7167T,김건,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2017년식 제네시스 배기량(3,800cc)",34720,0,12260,22460,"급여저축,예금이자, 퇴직금 일시금 수령, 생활비지출 등"
TQP7167T,김건,2024,8,예금,본인,,교보생명보험,17698,0,0,17698,"급여저축,예금이자, 퇴직금 일시금 수령, 생활비지출 등"
TQP7167T,김건,2024,8,예금,본인,,국민은행,147745,6183,0,153928,"급여저축,예금이자, 퇴직금 일시금 수령, 생활비지출 등"
TQP7167T,김건,2024,8,예금,본인,,농협은행,41121,129756,0,170877,
TQP7167T,김건,2024,8,예금,본인,,신한은행,18732,0,7617,11115,
TQP7167T,김건,2024,8,예금,본인,,하나증권,3,0,0,3,
TQP7167T,김건,2024,8,예금,배우자,,(주)KEB하나은행,143567,15359,0,158926,
TQP7167T,김건,2024,8,예금,배우자,,KB라이프생명보험,45636,519,0,46155,
TQP7167T,김건,2024,8,예금,배우자,,국민은행,143,0,0,143,
TQP7167T,김건,2024,8,예금,배우자,,농협은행,10,0,0,10,
TQP7167T,김건,2024,8,예금,배우자,,삼성생명보험,46868,1020,0,47888,
TQP7167T,김건,2024,8,예금,배우자,,스탠다드차타드은행,203,0,0,203,
TQP7167T,김건,2024,8,예금,배우자,,신한은행,1095,0,896,199,
TQP7167T,김건,2024,8,예금,배우자,,우리은행,2,0,0,2,
TQP7167T,김건,2024,8,예금,배우자,,우체국,7933,687,0,8620,
TQP7167T,김건,2024,8,예금,배우자,,중소기업은행,20,0,0,20,
TQP7167T,김건,2024,8,예금,배우자,,한국교직원공제회,15356,521,0,15877,
TQP7167T,김건,2024,8,예금,장남,,(주)KEB하나은행,1203,0,118,1085,
TQP7167T,김건,2024,8,예금,장남,,(주)카카오페이증권,0,723,0,723,
TQP7167T,김건,2024,8,예금,장남,,우리은행,21130,150,0,21280,
TQP7167T,김건,2024,8,예금,장남,,주식회사 카카오뱅크,9,155,0,164,
TQP7167T,김건,2024,8,예금,장남,,중소기업은행,4,0,0,4,
TQP7167T,김건,2024,8,예금,장남,,하나증권,1,0,0,1,
TQP7167T,김건,2024,8,예금,장남,,한국산업은행,46662,0,0,46662,
TQP7167T,김건,2024,8,예금,장남,,한국포스증권(주),3872,338,0,4210,
TQP7167T,김건,2024,8,예금,차남,,국민은행,4203,0,4203,0,
TQP7167T,김건,2024,8,예금,차남,,농협은행,4203,0,4203,0,
TQP7167T,김건,2024,8,예금,차남,,우리은행,16191,300,0,16491,일부상환
TQP7167T,김건,2024,8,예금,차남,,중소기업은행,351,68,0,419,부부 공동소유
TQP7167T,김건,2024,8,예금,차남,,케이뱅크,0,6,0,6,장녀 거주(부부 공동소유)
TQP7167T,김건,2024,8,채무,배우자,금융채무,(주)KEB하나은행,13497,0,6013,7484,지역거주 용도
HE08888N,김기웅,2024,8,건물,본인,단독주택,서울특별시 서대문구 연희동 대지 274.00㎡ 중 137.00㎡ 건물 185.62㎡ 중 92.80㎡,600000,0,0,600000,지역거주 용도
HE08888N,김기웅,2024,8,건물,본인,오피스텔,경기도 남양주시 다산동 다산안강럭스나인 대지 4.27㎡ 중 2.14㎡ 건물 19.66㎡ 중 9.83㎡,75000,0,0,75000,지역사무소
HE08888N,김기웅,2024,8,건물,본인,아파트(전세(임차)권),대구광역시 남구 봉덕동 앞산봉덕 영무예다음 건물 59.92㎡ (건물 59.92㎡ 증가),0,5000,0,5000,부부 공동소유
HE08888N,김기웅,2024,8,건물,본인,단독주택(전세(임차)권),"대구광역시 남구 봉덕동 대지 45.60㎡ 건물 59.88㎡ (대지 45.60㎡ 증가, 건물 59.88㎡ 증가)",0,5000,0,5000,장녀 거주(부부 공동소유)
HE08888N,김기웅,2024,8,건물,본인,사무실(전세(임차)권),대구광역시 남구 대명동 남대구우체국 건물 223.62㎡ (건물 223.62㎡ 증가),0,12970,0,12970,
HE08888N,김기웅,2024,8,건물,배우자,단독주택,서울특별시 서대문구 연희동 대지 274.00㎡ 중 137.00㎡ 건물 185.62㎡ 중 92.80㎡,600000,0,0,600000,가액변동
HE08888N,김기웅,2024,8,건물,배우자,오피스텔,경기도 남양주시 다산동 다산안강럭스나인 대지 4.27㎡ 중 2.13㎡ 건물 19.66㎡ 중 9.83㎡,75000,0,0,75000,가액변동
HE08888N,김기웅,2024,8,건물,배우자,오피스텔(전세(임차)권),경기도 시흥시 배곧동 배곧헤리움 어반크로스2차 대지 265.60㎡ 건물 21.64㎡,5000,0,0,5000,"본인과 처의 경우는 생활비 지출로 잔액이 감소하였으나, 장녀와 차남이 월급 저축으로 증가하여 전체적으로 잔액이 증가하였음"
HE08888N,김기웅,2024,8,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2006년식 SM7 배기량(2,349cc)",2550,0,190,2360,"본인과 처의 경우는 생활비 지출로 잔액이 감소하였으나, 장녀와 차남이 월급 저축으로 증가하여 전체적으로 잔액이 증가하였음"
